num,execution,time,res
10,1,6.099999999994998e-06,55
10,2,9.570000000000412e-05,55
10,3,1.0299999999990872e-05,55
10,4,8.599999999997499e-06,55
10,5,1.1700000000003374e-05,55
10,6,0.000642699999999996,55
10,7,1.0099999999998999e-05,55
10,8,1.4200000000005875e-05,55
10,9,8.80000000000325e-06,55
10,10,1.4100000000002999e-05,55
