num,execution,time,res
20,1,9.499999999995623e-06,6765
20,2,8.999999999981245e-06,6765
20,3,1.5199999999992997e-05,6765
20,4,1.480000000000925e-05,6765
20,5,3.0100000000005123e-05,6765
20,6,3.349999999999187e-05,6765
20,7,1.3700000000005375e-05,6765
20,8,1.4200000000019752e-05,6765
20,9,2.2299999999975118e-05,6765
20,10,1.2199999999962241e-05,6765
