num,execution,time,res
10,1,0.00010000000000001674,55
10,2,0.00027409999999999934,55
10,3,0.00014780000000000348,55
10,4,0.00014980000000000548,55
10,5,9.249999999999536e-05,55
10,6,9.159999999999724e-05,55
10,7,0.00043349999999997557,55
10,8,9.790000000001187e-05,55
10,9,9.480000000000599e-05,55
10,10,0.0003052999999999806,55
