num,execution,time,res
30,1,1.070000000003013e-05,832040
30,2,1.980000000001425e-05,832040
30,3,1.4499999999972868e-05,832040
30,4,1.4399999999969992e-05,832040
30,5,1.8799999999985495e-05,832040
30,6,0.00013619999999997523,832040
30,7,1.0500000000024379e-05,832040
30,8,9.09999999998412e-06,832040
30,9,1.0899999999924859e-05,832040
30,10,1.1199999999988997e-05,832040
