num,execution,time,res
80,1,3.410000000003688e-05,23416728348467685
80,2,3.310000000000812e-05,23416728348467685
80,3,3.2399999999987994e-05,23416728348467685
80,4,3.2799999999999496e-05,23416728348467685
80,5,3.4000000000034e-05,23416728348467685
80,6,3.0399999999985994e-05,23416728348467685
80,7,2.940000000001275e-05,23416728348467685
80,8,3.0000000000030003e-05,23416728348467685
80,9,2.9200000000006998e-05,23416728348467685
80,10,4.270000000000662e-05,23416728348467685
