num,execution,time,res
40,1,1.600000000046009e-05,102334155
40,2,2.19999999995224e-05,102334155
40,3,2.0100000000411455e-05,102334155
40,4,1.6600000000366322e-05,102334155
40,5,1.8400000000085015e-05,102334155
40,6,1.6199999999244596e-05,102334155
40,7,1.3899999999011925e-05,102334155
40,8,2.449999999853958e-05,102334155
40,9,2.0600000000925434e-05,102334155
40,10,1.1199999999433885e-05,102334155
