num,execution,time,res
40,1,135.4829872,102334155
40,2,115.01864320000001,102334155
40,3,123.66795889999997,102334155
40,4,122.8097785,102334155
40,5,125.48719430000006,102334155
40,6,125.36782719999997,102334155
40,7,242.48305099999993,102334155
40,8,358.89917089999994,102334155
40,9,229.52409609999995,102334155
40,10,186.7380129999999,102334155
