num,execution,time,res
70,1,2.7700000000019376e-05,190392490709135
70,2,2.7300000000007874e-05,190392490709135
70,3,2.7100000000002122e-05,190392490709135
70,4,2.780000000002225e-05,190392490709135
70,5,2.050000000003438e-05,190392490709135
70,6,3.210000000003488e-05,190392490709135
70,7,2.9100000000004123e-05,190392490709135
70,8,2.799999999997249e-05,190392490709135
70,9,2.8799999999995496e-05,190392490709135
70,10,2.5300000000005873e-05,190392490709135
