num,execution,time,res
50,1,1.5000000000098268e-05,12586269025
50,2,2.4600000000152278e-05,12586269025
50,3,2.450000000009389e-05,12586269025
50,4,1.8900000000154904e-05,12586269025
50,5,2.6400000000093016e-05,12586269025
50,6,1.940000000000275e-05,12586269025
50,7,1.9599999999897477e-05,12586269025
50,8,2.0400000000142526e-05,12586269025
50,9,1.8800000000096517e-05,12586269025
50,10,2.0500000000200913e-05,12586269025
